"code","labels","SBI1","SBI2","SBI3","SBI4","SBI.level"
"A","Landbouw, bosbouw en visserij","A",,,,"SBI1"
"01","Landbouw, jacht en dienstverlening voor de landbouw en jacht ","A","01",,,"SBI2"
"01.1","Teelt van eenjarige gewassen","A","01","1",,"SBI3"
"01.11","Teelt van granen, peulvruchten en oliehoudende zaden","A","01","1","1","SBI4"
"01.13","Teelt van groenten en wortel- en knolgewassen","A","01","1","3","SBI4"
"01.16","Teelt van vezelgewassen","A","01","1","6","SBI4"
"01.19","Teelt van overige eenjarige gewassen","A","01","1","9","SBI4"
"01.2","Teelt van meerjarige gewassen","A","01","2",,"SBI3"
"01.21","Druiventeelt","A","01","2","1","SBI4"
"01.24","Teelt van pit- en steenvruchten","A","01","2","4","SBI4"
"01.25","Teelt van overige boomvruchten, kleinfruit en noten","A","01","2","5","SBI4"
"01.27","Teelt van gewassen bestemd voor de vervaardiging van dranken","A","01","2","7","SBI4"
"01.28","Teelt van specerijgewassen en van aromatische en medicinale gewassen","A","01","2","8","SBI4"
"01.29","Teelt van overige  meerjarige gewassen","A","01","2","9","SBI4"
"01.3","Teelt van sierplanten","A","01","3",,"SBI3"
"01.30","Teelt van sierplanten","A","01","3","0","SBI4"
"01.4","Fokken en houden van dieren","A","01","4",,"SBI3"
"01.41","Fokken en houden van melkvee","A","01","4","1","SBI4"
"01.42","Fokken en houden van runderen (geen melkvee)","A","01","4","2","SBI4"
"01.43","Fokken en houden van paarden en ezels","A","01","4","3","SBI4"
"01.45","Fokken en houden van schapen en geiten","A","01","4","5","SBI4"
"01.46","Fokken en houden van varkens","A","01","4","6","SBI4"
"01.47","Fokken en houden van pluimvee","A","01","4","7","SBI4"
"01.49","Fokken en houden van overige dieren","A","01","4","9","SBI4"
"01.5","Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren ","A","01","5",,"SBI3"
"01.50","Akker- en/of tuinbouw in combinatie met het fokken en houden van dieren ","A","01","5","0","SBI4"
"01.6","Dienstverlening voor de landbouw; behandeling van gewassen en zaden na de oogst","A","01","6",,"SBI3"
"01.61","Dienstverlening voor de akker- en/of tuinbouw ","A","01","6","1","SBI4"
"01.62","Dienstverlening voor het fokken en houden van dieren ","A","01","6","2","SBI4"
"01.63","Behandeling van  gewassen na de oogst","A","01","6","3","SBI4"
"01.64","Behandeling van zaden voor vermeerdering","A","01","6","4","SBI4"
"01.7","Jacht","A","01","7",,"SBI3"
"01.70","Jacht","A","01","7","0","SBI4"
"02","Bosbouw, exploitatie van bossen en dienstverlening voor de bosbouw","A","02",,,"SBI2"
"02.1","Bosbouw","A","02","1",,"SBI3"
"02.10","Bosbouw","A","02","1","0","SBI4"
"02.2","Exploitatie van bossen","A","02","2",,"SBI3"
"02.20","Exploitatie van bossen","A","02","2","0","SBI4"
"02.4","Dienstverlening voor de bosbouw","A","02","4",,"SBI3"
"02.40","Dienstverlening voor de bosbouw","A","02","4","0","SBI4"
"03","Visserij en kweken van vis en schaaldieren ","A","03",,,"SBI2"
"03.1","Visserij","A","03","1",,"SBI3"
"03.11","Zee- en kustvisserij","A","03","1","1","SBI4"
"03.12","Binnenvisserij","A","03","1","2","SBI4"
"03.2","Kweken van vis en schaaldieren ","A","03","2",,"SBI3"
"03.21","Kweken van zeevis en -schaaldieren","A","03","2","1","SBI4"
"03.22","Kweken van zoetwatervis en -schaaldieren","A","03","2","2","SBI4"
"B","Winning van delfstoffen ","B",,,,"SBI1"
"06","Winning van aardolie en aardgas","B","06",,,"SBI2"
"06.1","Winning van aardolie","B","06","1",,"SBI3"
"06.10","Winning van aardolie","B","06","1","0","SBI4"
"06.2","Winning van aardgas","B","06","2",,"SBI3"
"06.20","Winning van aardgas","B","06","2","0","SBI4"
"08","Winning van delfstoffen (geen olie en gas)","B","08",,,"SBI2"
"08.1","Winning van zand, grind en klei","B","08","1",,"SBI3"
"08.12","Winning van zand, grind en klei","B","08","1","2","SBI4"
"08.9","Winning van overige delfstoffen","B","08","9",,"SBI3"
"08.92","Winning van turf ","B","08","9","2","SBI4"
"08.93","Winning van zout","B","08","9","3","SBI4"
"08.99","Winning van overige delfstoffen n.e.g.","B","08","9","9","SBI4"
"09","Dienstverlening voor de winning van delfstoffen ","B","09",,,"SBI2"
"09.1","Dienstverlening voor de winning van aardolie en aardgas","B","09","1",,"SBI3"
"09.10","Dienstverlening voor de winning van aardolie en aardgas","B","09","1","0","SBI4"
"09.9","Dienstverlening voor de winning van delfstoffen (geen olie en gas)","B","09","9",,"SBI3"
"09.90","Dienstverlening voor de winning van delfstoffen (geen olie en gas)","B","09","9","0","SBI4"
"C","Industrie","C",,,,"SBI1"
"10","Vervaardiging van voedingsmiddelen","C","10",,,"SBI2"
"10.1","Slachterijen en vleesverwerking","C","10","1",,"SBI3"
"10.11","Slachterijen (geen pluimvee-)","C","10","1","1","SBI4"
"10.12","Pluimveeslachterijen","C","10","1","2","SBI4"
"10.13","Vleesverwerking (niet tot maaltijden)","C","10","1","3","SBI4"
"10.2","Visverwerking","C","10","2",,"SBI3"
"10.20","Visverwerking","C","10","2","0","SBI4"
"10.3","Verwerking van aardappels, groente en fruit","C","10","3",,"SBI3"
"10.31","Vervaardiging van aardappelproducten","C","10","3","1","SBI4"
"10.32","Vervaardiging van fruit- en groentesap","C","10","3","2","SBI4"
"10.39","Verwerking van groente en fruit (niet tot sap en maaltijden)","C","10","3","9","SBI4"
"10.4","Vervaardiging van plantaardige en dierlijke oliën en vetten ","C","10","4",,"SBI3"
"10.41","Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten)","C","10","4","1","SBI4"
"10.42","Vervaardiging van margarine en overige spijsvetten","C","10","4","2","SBI4"
"10.5","Vervaardiging van zuivelproducten","C","10","5",,"SBI3"
"10.51","Vervaardiging van zuivelproducten (geen consumptie-ijs)","C","10","5","1","SBI4"
"10.52","Vervaardiging van consumptie-ijs","C","10","5","2","SBI4"
"10.6","Vervaardiging van meel","C","10","6",,"SBI3"
"10.61","Vervaardiging van meel (geen zetmeel)","C","10","6","1","SBI4"
"10.62","Vervaardiging van zetmeel en zetmeelproducten","C","10","6","2","SBI4"
"10.7","Vervaardiging van brood, banketbakkerswerk en deegwaren","C","10","7",,"SBI3"
"10.71","Vervaardiging van brood en vers banketbakkerswerk","C","10","7","1","SBI4"
"10.72","Vervaardiging van beschuit en koekjes en ander houdbaar banketbakkerswerk","C","10","7","2","SBI4"
"10.73","Vervaardiging van deegwaren","C","10","7","3","SBI4"
"10.8","Vervaardiging van overige voedingsmiddelen","C","10","8",,"SBI3"
"10.81","Vervaardiging van suiker","C","10","8","1","SBI4"
"10.82","Verwerking van cacao en vervaardiging van chocolade en suikerwerk","C","10","8","2","SBI4"
"10.82.1","Verwerking van cacao","C","10","8","2","SBI4"
"10.82.2","Vervaardiging van chocolade en suikerwerk","C","10","8","2","SBI4"
"10.83","Verwerking van koffie en thee","C","10","8","3","SBI4"
"10.84","Vervaardiging van specerijen, sauzen en kruiderijen; zoutraffinage","C","10","8","4","SBI4"
"10.85","Vervaardiging van kant-en-klaarmaaltijden en snacks","C","10","8","5","SBI4"
"10.86","Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding","C","10","8","6","SBI4"
"10.89","Vervaardiging van overige voedingsmiddelen n.e.g.","C","10","8","9","SBI4"
"10.9","Vervaardiging van diervoeders","C","10","9",,"SBI3"
"10.91","Vervaardiging van veevoeders","C","10","9","1","SBI4"
"10.92","Vervaardiging van voeders voor huisdieren","C","10","9","2","SBI4"
"11","Vervaardiging van dranken","C","11",,,"SBI2"
"11.0","Vervaardiging van dranken","C","11","0",,"SBI3"
"11.01","Vervaardiging van sterk alcoholische dranken door distilleren, rectificeren en mengen","C","11","0","1","SBI4"
"11.02","Vervaardiging van wijn uit druiven","C","11","0","2","SBI4"
"11.03","Vervaardiging van cider en van overige vruchtenwijnen","C","11","0","3","SBI4"
"11.04","Vervaardiging van overige niet-gedistilleerde gegiste dranken","C","11","0","4","SBI4"
"11.05","Vervaardiging van bier","C","11","0","5","SBI4"
"11.06","Mouterijen","C","11","0","6","SBI4"
"11.07","Vervaardiging van frisdranken; productie van mineraalwater en overig gebotteld water","C","11","0","7","SBI4"
"12","Vervaardiging van tabaksproducten","C","12",,,"SBI2"
"12.0","Vervaardiging van tabaksproducten","C","12","0",,"SBI3"
"12.00","Vervaardiging van tabaksproducten","C","12","0","0","SBI4"
"13","Vervaardiging van textiel","C","13",,,"SBI2"
"13.1","Bewerken en spinnen van textielvezels","C","13","1",,"SBI3"
"13.10","Bewerken en spinnen van textielvezels","C","13","1","0","SBI4"
"13.2","Weven van textiel","C","13","2",,"SBI3"
"13.20","Weven van textiel","C","13","2","0","SBI4"
"13.3","Textielveredeling","C","13","3",,"SBI3"
"13.30","Textielveredeling","C","13","3","0","SBI4"
"13.9","Vervaardiging van overige  textielproducten","C","13","9",,"SBI3"
"13.91","Vervaardiging van gebreide en gehaakte stoffen","C","13","9","1","SBI4"
"13.92","Vervaardiging van geconfectioneerde artikelen van textiel (geen kleding)","C","13","9","2","SBI4"
"13.93","Vervaardiging van vloerkleden en tapijt","C","13","9","3","SBI4"
"13.94","Vervaardiging van koord, bindgaren, touw en netten","C","13","9","4","SBI4"
"13.95","Vervaardiging van gebonden textielvlies en artikelen daarvan (geen kleding)","C","13","9","5","SBI4"
"13.96","Vervaardiging van technisch en industrieel textiel","C","13","9","6","SBI4"
"13.99","Vervaardiging van overige  textielproducten n.e.g.","C","13","9","9","SBI4"
"14","Vervaardiging van kleding","C","14",,,"SBI2"
"14.1","Vervaardiging van kleding (geen bontkleding)","C","14","1",,"SBI3"
"14.11","Vervaardiging van kleding van leer","C","14","1","1","SBI4"
"14.12","Vervaardiging van werkkleding","C","14","1","2","SBI4"
"14.13","Vervaardiging van overige  bovenkleding","C","14","1","3","SBI4"
"14.14","Vervaardiging van onderkleding","C","14","1","4","SBI4"
"14.19","Vervaardiging van baby- en sportkleding en kledingaccessoires","C","14","1","9","SBI4"
"14.2","Vervaardiging van artikelen van bont","C","14","2",,"SBI3"
"14.20","Vervaardiging van artikelen van bont","C","14","2","0","SBI4"
"14.3","Vervaardiging van gebreide en gehaakte kleding","C","14","3",,"SBI3"
"14.31","Vervaardiging van gebreide en gehaakte kousen en sokken","C","14","3","1","SBI4"
"14.39","Vervaardiging van gebreide en gehaakte kleding (geen kousen en sokken)","C","14","3","9","SBI4"
"15","Vervaardiging van leer, lederwaren en schoenen","C","15",,,"SBI2"
"15.1","Looien en bewerken van leer; vervaardiging van koffers, tassen, zadel- en tuigmakerswerk; bereiden ","C","15","1",,"SBI3"
"15.11","Looien en bewerken van leer; bereiden en verven van bont","C","15","1","1","SBI4"
"15.12","Vervaardiging van koffers, tassen e.d. en van zadel- en tuigmakerswerk","C","15","1","2","SBI4"
"15.2","Vervaardiging van schoenen","C","15","2",,"SBI3"
"15.20","Vervaardiging van schoenen","C","15","2","0","SBI4"
"16","Primaire houtbewerking en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk ( geen ","C","16",,,"SBI2"
"16.1","Primaire houtbewerking en verduurzamen van hout","C","16","1",,"SBI3"
"16.10","Primaire houtbewerking en verduurzamen van hout","C","16","1","0","SBI4"
"16.10.1","Zagen en schaven en overige primaire houtbewerking","C","16","1","0","SBI4"
"16.10.2","Verduurzamen van hout","C","16","1","0","SBI4"
"16.2","Vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)","C","16","2",,"SBI3"
"16.21","Vervaardiging van fineer en plaatmateriaal op basis van hout","C","16","2","1","SBI4"
"16.22","Vervaardiging van panelen voor parketvloeren","C","16","2","2","SBI4"
"16.23","Vervaardiging van overig  timmerwerk voor de bouw ","C","16","2","3","SBI4"
"16.23.1","Vervaardiging van deuren, ramen en kozijnen van hout","C","16","2","3","SBI4"
"16.23.9","Vervaardiging van overig timmerwerk voor de bouw (geen deuren, ramen en kozijnen)","C","16","2","3","SBI4"
"16.24","Vervaardiging van houten emballage","C","16","2","4","SBI4"
"16.29","Vervaardiging van overige artikelen van hout en van artikelen van kurk, riet en vlechtwerk (geen ","C","16","2","9","SBI4"
"17","Vervaardiging van papier, karton en papier- en kartonwaren ","C","17",,,"SBI2"
"17.1","Vervaardiging van papierpulp, papier en karton","C","17","1",,"SBI3"
"17.11","Vervaardiging van papierpulp","C","17","1","1","SBI4"
"17.12","Vervaardiging van papier en karton","C","17","1","2","SBI4"
"17.12.1","Vervaardiging van grafisch papier en karton","C","17","1","2","SBI4"
"17.12.2","Vervaardiging van papier en karton voor verpakking","C","17","1","2","SBI4"
"17.12.9","Vervaardiging van papier en karton (geen grafisch en niet voor verpakking)","C","17","1","2","SBI4"
"17.2","Vervaardiging van papier- en kartonwaren","C","17","2",,"SBI3"
"17.21","Vervaardiging van verpakkingsmiddelen van papier en karton; vervaardiging van golfpapier en","C","17","2","1","SBI4"
"17.21.1","Vervaardiging van verpakkingsmiddelen van papier en karton","C","17","2","1","SBI4"
"17.21.2","Vervaardiging van golfpapier en -karton","C","17","2","1","SBI4"
"17.22","Vervaardiging van huishoudelijke en sanitaire papierwaren","C","17","2","2","SBI4"
"17.23","Vervaardiging van kantoorbenodigdheden van papier","C","17","2","3","SBI4"
"17.24","Vervaardiging van behangselpapier","C","17","2","4","SBI4"
"17.29","Vervaardiging van overige papier- en kartonwaren ","C","17","2","9","SBI4"
"18","Drukkerijen, reproductie van opgenomen media","C","18",,,"SBI2"
"18.1","Drukkerijen en dienstverlening voor drukkerijen","C","18","1",,"SBI3"
"18.11","Drukkerijen van dagbladen","C","18","1","1","SBI4"
"18.12","Overige drukkerijen","C","18","1","2","SBI4"
"18.12.1","Drukkerijen van boeken e.d.","C","18","1","2","SBI4"
"18.12.2","Drukkerijen van tijdschriften ","C","18","1","2","SBI4"
"18.12.3","Drukkerijen van reclame","C","18","1","2","SBI4"
"18.12.4","Drukkerijen van verpakkingen","C","18","1","2","SBI4"
"18.12.5","Drukkerijen van formulieren","C","18","1","2","SBI4"
"18.12.9","Overige drukkerijen n.e.g. ","C","18","1","2","SBI4"
"18.13","Prepress- en premedia-activiteiten","C","18","1","3","SBI4"
"18.14","Grafische afwerking en overige activiteiten verwant aan de drukkerij ","C","18","1","4","SBI4"
"18.2","Reproductie van opgenomen media","C","18","2",,"SBI3"
"18.20","Reproductie van opgenomen media","C","18","2","0","SBI4"
"19","Vervaardiging van cokesovenproducten en aardolieverwerking","C","19",,,"SBI2"
"19.1","Vervaardiging van cokesovenproducten","C","19","1",,"SBI3"
"19.10","Vervaardiging van cokesovenproducten","C","19","1","0","SBI4"
"19.2","Aardolieverwerking","C","19","2",,"SBI3"
"19.20","Aardolieverwerking","C","19","2","0","SBI4"
"19.20.1","Aardolieraffinage","C","19","2","0","SBI4"
"19.20.2","Aardolieverwerking (geen -raffinage)","C","19","2","0","SBI4"
"20","Vervaardiging van chemische producten","C","20",,,"SBI2"
"20.1","Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van","C","20","1",,"SBI3"
"20.11","Vervaardiging van industriële gassen","C","20","1","1","SBI4"
"20.12","Vervaardiging van kleur- en verfstoffen","C","20","1","2","SBI4"
"20.13","Vervaardiging van overige anorganische basischemicaliën ","C","20","1","3","SBI4"
"20.14","Vervaardiging van overige organische basischemicaliën ","C","20","1","4","SBI4"
"20.14.1","Vervaardiging van petrochemische producten","C","20","1","4","SBI4"
"20.14.9","Vervaardiging van overige organische basischemicaliën (geen petrochemische producten)","C","20","1","4","SBI4"
"20.15","Vervaardiging van kunstmeststoffen en stikstofverbindingen","C","20","1","5","SBI4"
"20.16","Vervaardiging van kunststof in primaire vorm","C","20","1","6","SBI4"
"20.17","Vervaardiging van synthetische rubber in primaire vorm","C","20","1","7","SBI4"
"20.2","Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën","C","20","2",,"SBI3"
"20.20","Vervaardiging van verdelgingsmiddelen en overige landbouwchemicaliën","C","20","2","0","SBI4"
"20.3","Vervaardiging van verf, vernis e.d., drukinkt en mastiek","C","20","3",,"SBI3"
"20.30","Vervaardiging van verf, vernis e.d., drukinkt en mastiek","C","20","3","0","SBI4"
"20.4","Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen, parfums en cosmetica","C","20","4",,"SBI3"
"20.41"," Vervaardiging van zeep, wasmiddelen, poets- en reinigingsmiddelen","C","20","4","1","SBI4"
"20.42","Vervaardiging van parfums en cosmetica","C","20","4","2","SBI4"
"20.5","Vervaardiging van  overige chemische producten","C","20","5",,"SBI3"
"20.51","Vervaardiging van kruit en springstoffen en van lucifers","C","20","5","1","SBI4"
"20.52","Vervaardiging van lijm en bereide kleefmiddelen","C","20","5","2","SBI4"
"20.53","Vervaardiging van etherische oliën","C","20","5","3","SBI4"
"20.59","Vervaardiging van  overige chemische producten n.e.g.","C","20","5","9","SBI4"
"20.6","Vervaardiging van synthetische en kunstmatige vezels","C","20","6",,"SBI3"
"20.60","Vervaardiging van synthetische en kunstmatige vezels","C","20","6","0","SBI4"
"21","Vervaardiging van farmaceutische grondstoffen en producten","C","21",,,"SBI2"
"21.1","Vervaardiging van farmaceutische grondstoffen","C","21","1",,"SBI3"
"21.10","Vervaardiging van farmaceutische grondstoffen","C","21","1","0","SBI4"
"21.2","Vervaardiging van farmaceutische producten (geen grondstoffen)","C","21","2",,"SBI3"
"21.20","Vervaardiging van farmaceutische producten (geen grondstoffen)","C","21","2","0","SBI4"
"22","Vervaardiging van producten van rubber en kunststof","C","22",,,"SBI2"
"22.1","Vervaardiging van producten van rubber","C","22","1",,"SBI3"
"22.11","Vervaardiging van rubberbanden en loopvlakvernieuwing","C","22","1","1","SBI4"
"22.19","Vervaardiging van producten van rubber (geen banden)","C","22","1","9","SBI4"
"22.2","Vervaardiging van producten van kunststof","C","22","2",,"SBI3"
"22.21","Vervaardiging van platen, folie, buizen en profielen van kunststof","C","22","2","1","SBI4"
"22.22","Vervaardiging van verpakkingsmiddelen van kunststof","C","22","2","2","SBI4"
"22.23","Vervaardiging van kunststofproducten voor de bouw","C","22","2","3","SBI4"
"22.29","Vervaardiging van overige producten van kunststof","C","22","2","9","SBI4"
"23","Vervaardiging van overige niet-metaalhoudende minerale producten","C","23",,,"SBI2"
"23.1","Vervaardiging van glas en glaswerk","C","23","1",,"SBI3"
"23.11","Vervaardiging van vlakglas","C","23","1","1","SBI4"
"23.12","Vormen en bewerken van vlakglas","C","23","1","2","SBI4"
"23.13","Vervaardiging van holglas","C","23","1","3","SBI4"
"23.14","Vervaardiging van glasvezels","C","23","1","4","SBI4"
"23.19","Vervaardiging en bewerking van overig  glas,  inclusief technisch glaswerk","C","23","1","9","SBI4"
"23.2","Vervaardiging van vuurvaste keramische producten","C","23","2",,"SBI3"
"23.20","Vervaardiging van vuurvaste keramische  producten","C","23","2","0","SBI4"
"23.3","Vervaardiging van keramische producten voor de bouw ","C","23","3",,"SBI3"
"23.31","Vervaardiging van keramische tegels en plavuizen","C","23","3","1","SBI4"
"23.32","Vervaardiging van  keramische producten voor de bouw (geen tegels en plavuizen)","C","23","3","2","SBI4"
"23.4","Vervaardiging van overige keramische producten","C","23","4",,"SBI3"
"23.41","Vervaardiging van huishoudelijk en sieraardewerk","C","23","4","1","SBI4"
"23.42","Vervaardiging van sanitair aardewerk","C","23","4","2","SBI4"
"23.43","Vervaardiging van isolatoren en isolatiemateriaal van keramische stoffen","C","23","4","3","SBI4"
"23.44","Vervaardiging van overig technisch aardewerk","C","23","4","4","SBI4"
"23.49","Vervaardiging van overige keramische producten n.e.g.","C","23","4","9","SBI4"
"23.5","Vervaardiging van cement, kalk en gips","C","23","5",,"SBI3"
"23.51","Vervaardiging van cement","C","23","5","1","SBI4"
"23.52","Vervaardiging van kalk en gips","C","23","5","2","SBI4"
"23.6","Vervaardiging van producten van beton, gips en cement","C","23","6",,"SBI3"
"23.61","Vervaardiging van producten van beton voor de bouw en van kalkzandsteen","C","23","6","1","SBI4"
"23.61.1","Vervaardiging van producten van beton voor de bouw","C","23","6","1","SBI4"
"23.61.2","Vervaardiging van kalkzandsteen","C","23","6","1","SBI4"
"23.62","Vervaardiging van producten van gips voor de bouw","C","23","6","2","SBI4"
"23.63","Vervaardiging van stortklare beton","C","23","6","3","SBI4"
"23.64","Vervaardiging van mortel in droge vorm","C","23","6","4","SBI4"
"23.65","Vervaardiging van producten van vezelcement","C","23","6","5","SBI4"
"23.69","Vervaardiging van overige producten van beton, gips en cement","C","23","6","9","SBI4"
"23.7","Natuursteenbewerking","C","23","7",,"SBI3"
"23.70","Natuursteenbewerking","C","23","7","0","SBI4"
"23.9","Vervaardiging van overige niet-metaalhoudende minerale producten","C","23","9",,"SBI3"
"23.91","Vervaardiging van schuur-, slijp- en polijstmiddelen","C","23","9","1","SBI4"
"23.99","Vervaardiging van overige niet-metaalhoudende minerale producten (geen schuur-, slijp- en ","C","23","9","9","SBI4"
"24","Vervaardiging van metalen in primaire vorm","C","24",,,"SBI2"
"24.1","Vervaardiging van ijzer en staal en van ferrolegeringen","C","24","1",,"SBI3"
"24.10","Vervaardiging van ijzer en staal en van ferrolegeringen","C","24","1","0","SBI4"
"24.2","Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor","C","24","2",,"SBI3"
"24.20","Vervaardiging van stalen buizen, pijpen, holle profielen en fittings daarvoor","C","24","2","0","SBI4"
"24.3","Overige eerste verwerking van staal","C","24","3",,"SBI3"
"24.31","Koudtrekken van staven","C","24","3","1","SBI4"
"24.32","Koudwalsen van bandstaal","C","24","3","2","SBI4"
"24.33","Koudvervormen en koudfelsen","C","24","3","3","SBI4"
"24.34","Koudtrekken van draad","C","24","3","4","SBI4"
"24.4","Vervaardiging van edelmetalen en  overige non-ferrometalen","C","24","4",,"SBI3"
"24.41","Vervaardiging van edelmetalen","C","24","4","1","SBI4"
"24.42","Vervaardiging van aluminium","C","24","4","2","SBI4"
"24.43","Vervaardiging van lood, zink en tin","C","24","4","3","SBI4"
"24.44","Vervaardiging van koper","C","24","4","4","SBI4"
"24.45","Vervaardiging van overige non-ferrometalen","C","24","4","5","SBI4"
"24.46","Smelten en raffineren van uranium","C","24","4","6","SBI4"
"24.5","Gieten van metalen","C","24","5",,"SBI3"
"24.51","Gieten van ijzer ","C","24","5","1","SBI4"
"24.52","Gieten van staal","C","24","5","2","SBI4"
"24.53","Gieten van lichte metalen","C","24","5","3","SBI4"
"24.54","Gieten van overige  non-ferrometalen","C","24","5","4","SBI4"
"25","Vervaardiging van producten van metaal (geen machines en apparaten)","C","25",,,"SBI2"
"25.1","Vervaardiging van metalen producten voor de bouw ","C","25","1",,"SBI3"
"25.11","Vervaardiging van metalen constructiewerken en delen daarvan","C","25","1","1","SBI4"
"25.12","Vervaardiging van metalen deuren, vensters en kozijnen","C","25","1","2","SBI4"
"25.2","Vervaardiging van reservoirs van metaal en van ketels en radiatoren voor centrale verwarming ","C","25","2",,"SBI3"
"25.21","Vervaardiging van ketels en radiatoren voor centrale verwarming","C","25","2","1","SBI4"
"25.29","Vervaardiging van metalen tanks en reservoirs","C","25","2","9","SBI4"
"25.3","Vervaardiging van stoomketels (geen ketels voor centrale verwarming)","C","25","3",,"SBI3"
"25.30","Vervaardiging van stoomketels (geen ketels voor centrale verwarming)","C","25","3","0","SBI4"
"25.4","Vervaardiging van wapens en munitie","C","25","4",,"SBI3"
"25.40","Vervaardiging van wapens en munitie","C","25","4","0","SBI4"
"25.5","Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie","C","25","5",,"SBI3"
"25.50","Smeden, persen, stampen en profielwalsen van metaal; poedermetallurgie","C","25","5","0","SBI4"
"25.6","Oppervlaktebehandeling en bekleding van metaal; algemene metaalbewerking ","C","25","6",,"SBI3"
"25.61","Oppervlaktebehandeling en bekleding van metaal","C","25","6","1","SBI4"
"25.62","Algemene metaalbewerking","C","25","6","2","SBI4"
"25.7","Vervaardiging van scharen, messen en  bestek, hang- en sluitwerk en gereedschap","C","25","7",,"SBI3"
"25.71","Vervaardiging van scharen, messen en bestek","C","25","7","1","SBI4"
"25.72","Vervaardiging van hang- en sluitwerk","C","25","7","2","SBI4"
"25.73","Vervaardiging van gereedschap","C","25","7","3","SBI4"
"25.9","Vervaardiging van overige producten van metaal","C","25","9",,"SBI3"
"25.91","Vervaardiging van stalen vaten e.d.","C","25","9","1","SBI4"
"25.92","Vervaardiging van verpakkingsmiddelen van licht metaal","C","25","9","2","SBI4"
"25.93","Vervaardiging van artikelen van draad en van kettingen en veren","C","25","9","3","SBI4"
"25.94","Vervaardiging van bouten, schroeven en moeren","C","25","9","4","SBI4"
"25.99","Vervaardiging van overige producten van metaal n.e.g.","C","25","9","9","SBI4"
"26","Vervaardiging van computers en van elektronische en optische apparatuur","C","26",,,"SBI2"
"26.1","Vervaardiging van elektronische componenten en printplaten","C","26","1",,"SBI3"
"26.11","Vervaardiging van elektronische componenten","C","26","1","1","SBI4"
"26.12","Vervaardiging van elektronische printplaten","C","26","1","2","SBI4"
"26.2","Vervaardiging van computers en randapparatuur","C","26","2",,"SBI3"
"26.20","Vervaardiging van computers en randapparatuur","C","26","2","0","SBI4"
"26.3","Vervaardiging van communicatieapparatuur","C","26","3",,"SBI3"
"26.30","Vervaardiging van communicatieapparatuur","C","26","3","0","SBI4"
"26.4","Vervaardiging van consumentenelektronica","C","26","4",,"SBI3"
"26.40","Vervaardiging van consumentenelektronica","C","26","4","0","SBI4"
"26.5","Vervaardiging van meet-, regel-, navigatie- en controleapparatuur en van uurwerken","C","26","5",,"SBI3"
"26.51","Vervaardiging van meet-, regel-, navigatie- en controleapparatuur","C","26","5","1","SBI4"
"26.52","Vervaardiging van uurwerken","C","26","5","2","SBI4"
"26.6","Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische ","C","26","6",,"SBI3"
"26.60","Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische","C","26","6","0","SBI4"
"26.7","Vervaardiging van optische instrumenten en apparatuur","C","26","7",,"SBI3"
"26.70","Vervaardiging van optische instrumenten en apparatuur","C","26","7","0","SBI4"
"26.8","Vervaardiging van informatiedragers","C","26","8",,"SBI3"
"26.80","Vervaardiging van informatiedragers","C","26","8","0","SBI4"
"27","Vervaardiging van elektrische apparatuur","C","27",,,"SBI2"
"27.1","Vervaardiging van elektromotoren, elektrische generatoren en transformatoren en van schakel- en ","C","27","1",,"SBI3"
"27.11","Vervaardiging van elektromotoren,  elektrische generatoren en transformatoren","C","27","1","1","SBI4"
"27.12","Vervaardiging van schakel- en verdeelinrichtingen","C","27","1","2","SBI4"
"27.2","Vervaardiging van batterijen en accumulatoren","C","27","2",,"SBI3"
"27.20","Vervaardiging van batterijen en accumulatoren","C","27","2","0","SBI4"
"27.3","Vervaardiging van elektrische en elektronische kabels en van schakelaars, stekkers, stopcontacten","C","27","3",,"SBI3"
"27.31","Vervaardiging van kabels van optische vezels","C","27","3","1","SBI4"
"27.32","Vervaardiging van overige elektrische en elektronische kabel","C","27","3","2","SBI4"
"27.33","Vervaardiging van schakelaars, stekkers, stopcontacten e.d.","C","27","3","3","SBI4"
"27.4","Vervaardiging van elektrische lampen en verlichtingsapparaten ","C","27","4",,"SBI3"
"27.40","Vervaardiging van elektrische lampen en verlichtingsapparaten ","C","27","4","0","SBI4"
"27.5","Vervaardiging van huishoudapparaten","C","27","5",,"SBI3"
"27.51","Vervaardiging van elektrische huishoudapparaten","C","27","5","1","SBI4"
"27.52","Vervaardiging van niet-elektrische huishoudapparaten","C","27","5","2","SBI4"
"27.9","Vervaardiging van overige elektrische apparatuur","C","27","9",,"SBI3"
"27.90","Vervaardiging van overige elektrische apparatuur","C","27","9","0","SBI4"
